loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
0.8026,0.30977725982666016,1.1000000000000001e-05,8.934131736526947,369,,,,
,,,8.934131736526947,369,0.855083703994751,5.0764,29.352,3.743
0.7639,0.3474533259868622,1.0975609756097562e-05,8.95808383233533,370,,,,
,,,8.95808383233533,370,0.855121910572052,5.0748,29.361,3.744
0.7984,0.3289960026741028,1.0951219512195124e-05,8.982035928143713,371,,,,
,,,8.982035928143713,371,0.8549389839172363,5.0742,29.364,3.744
1.3276,0.8324071168899536,1.0926829268292685e-05,9.017964071856287,372,,,,
,,,9.017964071856287,372,0.8538571000099182,5.0748,29.361,3.744
0.8165,0.33898743987083435,1.0902439024390245e-05,9.04191616766467,373,,,,
,,,9.04191616766467,373,0.8540245890617371,5.0747,29.362,3.744
0.7858,0.36311113834381104,1.0878048780487807e-05,9.065868263473053,374,,,,
,,,9.065868263473053,374,0.8538745641708374,5.074,29.365,3.745
0.7804,0.33445966243743896,1.0853658536585368e-05,9.089820359281438,375,,,,
,,,9.089820359281438,375,0.8539427518844604,5.0749,29.36,3.744
0.7597,0.3221691846847534,1.0829268292682928e-05,9.113772455089821,376,,,,
,,,9.113772455089821,376,0.8542913198471069,5.0737,29.367,3.745
0.7596,0.3692609667778015,1.0804878048780489e-05,9.137724550898204,377,,,,
,,,9.137724550898204,377,0.8548582196235657,5.0745,29.363,3.744
0.7716,0.3617110550403595,1.0780487804878051e-05,9.161676646706587,378,,,,
,,,9.161676646706587,378,0.8541797399520874,5.0746,29.362,3.744
0.7932,0.3649676740169525,1.0756097560975612e-05,9.18562874251497,379,,,,
,,,9.18562874251497,379,0.8533376455307007,5.0748,29.361,3.744
0.7954,0.3648332357406616,1.0731707317073172e-05,9.209580838323353,380,,,,
,,,9.209580838323353,380,0.8530658483505249,5.077,29.348,3.742
0.787,0.38348686695098877,1.0707317073170733e-05,9.233532934131736,381,,,,
,,,9.233532934131736,381,0.85172039270401,5.0752,29.358,3.744
0.7823,0.33322587609291077,1.0682926829268295e-05,9.25748502994012,382,,,,
,,,9.25748502994012,382,0.851203978061676,5.0742,29.364,3.744
0.784,0.32096439599990845,1.0658536585365855e-05,9.281437125748504,383,,,,
,,,9.281437125748504,383,0.8510288000106812,5.0743,29.364,3.744
0.8142,0.36851170659065247,1.0634146341463416e-05,9.305389221556887,384,,,,
,,,9.305389221556887,384,0.8517298102378845,5.0746,29.362,3.744
0.7812,0.3552890717983246,1.0609756097560976e-05,9.32934131736527,385,,,,
,,,9.32934131736527,385,0.8514740467071533,5.0745,29.363,3.744
0.8273,0.3406248986721039,1.0585365853658538e-05,9.353293413173652,386,,,,
,,,9.353293413173652,386,0.8510876297950745,5.0749,29.36,3.744
0.7029,0.3524411618709564,1.0560975609756099e-05,9.377245508982035,387,,,,
,,,9.377245508982035,387,0.849814236164093,5.0747,29.361,3.744
0.845,0.33731043338775635,1.053658536585366e-05,9.401197604790418,388,,,,
,,,9.401197604790418,388,0.8491540551185608,5.0737,29.367,3.745
0.8074,0.2979373335838318,1.051219512195122e-05,9.425149700598803,389,,,,
,,,9.425149700598803,389,0.8493160605430603,5.0754,29.357,3.744
0.7478,0.31748104095458984,1.0487804878048782e-05,9.449101796407186,390,,,,
,,,9.449101796407186,390,0.8491736650466919,5.0749,29.36,3.744
0.7565,0.3693130910396576,1.0463414634146343e-05,9.47305389221557,391,,,,
,,,9.47305389221557,391,0.8490960001945496,5.0741,29.365,3.745
0.7891,0.366839736700058,1.0439024390243903e-05,9.497005988023952,392,,,,
,,,9.497005988023952,392,0.8488477468490601,5.0736,29.368,3.745
0.7126,0.3171415328979492,1.0414634146341465e-05,9.520958083832335,393,,,,
,,,9.520958083832335,393,0.8489701747894287,5.0748,29.361,3.744
0.7936,0.33439838886260986,1.0390243902439026e-05,9.544910179640718,394,,,,
,,,9.544910179640718,394,0.8483732342720032,5.077,29.348,3.742
0.8054,0.3372235596179962,1.0365853658536586e-05,9.568862275449101,395,,,,
,,,9.568862275449101,395,0.8488811254501343,5.0759,29.355,3.743
0.7955,0.34664756059646606,1.0341463414634147e-05,9.592814371257486,396,,,,
,,,9.592814371257486,396,0.8490849733352661,5.0809,29.325,3.739
0.8071,0.3576198220252991,1.0317073170731709e-05,9.616766467065869,397,,,,
,,,9.616766467065869,397,0.8479987978935242,5.0765,29.351,3.743
0.7408,0.39927947521209717,1.029268292682927e-05,9.640718562874252,398,,,,
,,,9.640718562874252,398,0.8474093675613403,5.0774,29.346,3.742
0.7918,0.3450128436088562,1.026829268292683e-05,9.664670658682635,399,,,,
,,,9.664670658682635,399,0.8461984992027283,5.0749,29.36,3.744
0.7817,0.3511027991771698,1.024390243902439e-05,9.688622754491018,400,,,,
,,,9.688622754491018,400,0.8457256555557251,5.0759,29.355,3.743
0.7505,0.3922822177410126,1.0219512195121953e-05,9.7125748502994,401,,,,
,,,9.7125748502994,401,0.8461490273475647,5.0761,29.353,3.743
0.7875,0.3486036956310272,1.0195121951219513e-05,9.736526946107784,402,,,,
,,,9.736526946107784,402,0.8451773524284363,5.0748,29.361,3.744
0.7025,0.32619187235832214,1.0170731707317074e-05,9.760479041916168,403,,,,
,,,9.760479041916168,403,0.8449796438217163,5.0757,29.355,3.743
0.7828,0.3743479251861572,1.0146341463414634e-05,9.784431137724551,404,,,,
,,,9.784431137724551,404,0.8452433347702026,5.075,29.36,3.744
0.7445,0.3165910542011261,1.0121951219512197e-05,9.808383233532934,405,,,,
,,,9.808383233532934,405,0.8449500799179077,5.0795,29.333,3.74
0.7733,0.4575236141681671,1.0097560975609757e-05,9.832335329341317,406,,,,
,,,9.832335329341317,406,0.8439974188804626,5.0736,29.368,3.745
0.7749,0.3482106328010559,1.0073170731707318e-05,9.8562874251497,407,,,,
,,,9.8562874251497,407,0.8435176014900208,5.0755,29.357,3.743
0.8222,0.31036633253097534,1.0048780487804878e-05,9.880239520958083,408,,,,
,,,9.880239520958083,408,0.8435389399528503,5.0751,29.359,3.744
0.7471,0.31533578038215637,1.002439024390244e-05,9.904191616766466,409,,,,
,,,9.904191616766466,409,0.8435489535331726,5.0743,29.364,3.744
0.7724,0.3277219235897064,1e-05,9.928143712574851,410,,,,
,,,9.928143712574851,410,0.8431593179702759,5.0758,29.355,3.743
0.7675,0.3633984327316284,9.975609756097561e-06,9.952095808383234,411,,,,
,,,9.952095808383234,411,0.843156635761261,5.0741,29.365,3.745
0.7601,0.3471403419971466,9.951219512195124e-06,9.976047904191617,412,,,,
,,,9.976047904191617,412,0.8427940011024475,5.0751,29.359,3.744
1.3797,0.7191793322563171,9.926829268292684e-06,10.011976047904191,413,,,,
,,,10.011976047904191,413,0.8421326875686646,5.075,29.36,3.744
0.8182,0.3399796783924103,9.902439024390245e-06,10.035928143712574,414,,,,
,,,10.035928143712574,414,0.8419453501701355,5.0745,29.363,3.744
0.7431,0.3793031871318817,9.878048780487805e-06,10.059880239520957,415,,,,
,,,10.059880239520957,415,0.8422630429267883,5.0742,29.364,3.744
0.7772,0.3356982469558716,9.853658536585367e-06,10.08383233532934,416,,,,
,,,10.08383233532934,416,0.84238201379776,5.0749,29.36,3.744
0.7318,0.3316940367221832,9.829268292682928e-06,10.107784431137725,417,,,,
,,,10.107784431137725,417,0.8420559167861938,5.0793,29.335,3.741
0.7642,0.3666377067565918,9.804878048780488e-06,10.131736526946108,418,,,,
,,,10.131736526946108,418,0.8424245119094849,5.075,29.359,3.744
0.7829,0.34555357694625854,9.780487804878049e-06,10.155688622754491,419,,,,
,,,10.155688622754491,419,0.8420437574386597,5.0753,29.358,3.744
0.7928,0.36313334107398987,9.756097560975611e-06,10.179640718562874,420,,,,
,,,10.179640718562874,420,0.8418133854866028,5.0792,29.335,3.741
0.7705,0.36762121319770813,9.731707317073171e-06,10.203592814371257,421,,,,
,,,10.203592814371257,421,0.8416021466255188,5.074,29.365,3.745
0.6908,0.3288103938102722,9.707317073170732e-06,10.22754491017964,422,,,,
,,,10.22754491017964,422,0.8415471911430359,5.0732,29.37,3.745
0.8083,0.3595615029335022,9.682926829268292e-06,10.251497005988025,423,,,,
,,,10.251497005988025,423,0.8420117497444153,5.0765,29.351,3.743
0.7082,0.33375221490859985,9.658536585365855e-06,10.275449101796408,424,,,,
,,,10.275449101796408,424,0.8422237038612366,5.0762,29.353,3.743
0.7512,0.3708444833755493,9.634146341463415e-06,10.29940119760479,425,,,,
,,,10.29940119760479,425,0.8421214818954468,5.0783,29.34,3.741
0.7946,0.39835959672927856,9.609756097560976e-06,10.323353293413174,426,,,,
,,,10.323353293413174,426,0.8417329788208008,5.0765,29.351,3.743
0.7044,0.3938521444797516,9.585365853658536e-06,10.347305389221557,427,,,,
,,,10.347305389221557,427,0.8413158059120178,5.0777,29.344,3.742
0.7608,0.3427685499191284,9.560975609756098e-06,10.37125748502994,428,,,,
,,,10.37125748502994,428,0.840753436088562,5.0784,29.34,3.741
0.7628,0.37257710099220276,9.536585365853659e-06,10.395209580838323,429,,,,
,,,10.395209580838323,429,0.8409802913665771,5.079,29.336,3.741
0.7691,0.3885401785373688,9.51219512195122e-06,10.419161676646706,430,,,,
,,,10.419161676646706,430,0.8405719995498657,5.0774,29.346,3.742
0.7397,0.3384113013744354,9.487804878048782e-06,10.44311377245509,431,,,,
,,,10.44311377245509,431,0.8405926823616028,5.0785,29.339,3.741
0.699,0.3775026798248291,9.463414634146342e-06,10.467065868263473,432,,,,
,,,10.467065868263473,432,0.8405610918998718,5.079,29.337,3.741
0.8061,0.37796303629875183,9.439024390243903e-06,10.491017964071856,433,,,,
,,,10.491017964071856,433,0.8410735130310059,5.0796,29.333,3.74
0.7496,0.34584930539131165,9.414634146341463e-06,10.51497005988024,434,,,,
,,,10.51497005988024,434,0.8412014842033386,5.0789,29.337,3.741
0.7207,0.3537707030773163,9.390243902439025e-06,10.538922155688622,435,,,,
,,,10.538922155688622,435,0.8408777713775635,5.0802,29.33,3.74
0.7374,0.3167760968208313,9.365853658536586e-06,10.562874251497005,436,,,,
,,,10.562874251497005,436,0.8408687710762024,5.0797,29.333,3.74
0.7732,0.4002299904823303,9.341463414634148e-06,10.58682634730539,437,,,,
,,,10.58682634730539,437,0.8394162058830261,5.0787,29.338,3.741
0.7693,0.36803415417671204,9.317073170731709e-06,10.610778443113773,438,,,,
,,,10.610778443113773,438,0.8386526703834534,5.0789,29.337,3.741
0.7655,0.37413010001182556,9.292682926829269e-06,10.634730538922156,439,,,,
,,,10.634730538922156,439,0.8379557728767395,5.0805,29.328,3.74
0.7976,0.34528711438179016,9.268292682926831e-06,10.658682634730539,440,,,,
,,,10.658682634730539,440,0.8374903202056885,5.0808,29.326,3.74
0.8013,0.3839157819747925,9.243902439024392e-06,10.682634730538922,441,,,,
,,,10.682634730538922,441,0.8364260792732239,5.0806,29.327,3.74
0.7406,0.33337441086769104,9.219512195121952e-06,10.706586826347305,442,,,,
,,,10.706586826347305,442,0.8359030485153198,5.0798,29.332,3.74
0.8055,0.3533029556274414,9.195121951219513e-06,10.730538922155688,443,,,,
,,,10.730538922155688,443,0.8356972932815552,5.079,29.337,3.741
0.7688,0.35881146788597107,9.170731707317075e-06,10.754491017964071,444,,,,
,,,10.754491017964071,444,0.8346225619316101,5.0803,29.329,3.74
0.7713,0.35075071454048157,9.146341463414635e-06,10.778443113772456,445,,,,
,,,10.778443113772456,445,0.8347858190536499,5.0804,29.328,3.74
0.7853,0.3730463981628418,9.121951219512196e-06,10.802395209580839,446,,,,
,,,10.802395209580839,446,0.8336401581764221,5.0799,29.331,3.74
0.7248,0.32423046231269836,9.097560975609757e-06,10.826347305389222,447,,,,
,,,10.826347305389222,447,0.8339281678199768,5.0798,29.332,3.74
0.7557,0.36453115940093994,9.073170731707319e-06,10.850299401197605,448,,,,
,,,10.850299401197605,448,0.8332163095474243,5.0802,29.33,3.74
0.7831,0.3354993164539337,9.04878048780488e-06,10.874251497005988,449,,,,
,,,10.874251497005988,449,0.8331303596496582,5.0795,29.334,3.741
0.7455,0.3220450282096863,9.02439024390244e-06,10.89820359281437,450,,,,
,,,10.89820359281437,450,0.8324124217033386,5.0801,29.33,3.74
0.7424,0.32745930552482605,9e-06,10.922155688622755,451,,,,
,,,10.922155688622755,451,0.833191990852356,5.0773,29.346,3.742
0.8071,0.33599621057510376,8.975609756097562e-06,10.946107784431138,452,,,,
,,,10.946107784431138,452,0.8321382403373718,5.0778,29.344,3.742
0.7937,0.3465076684951782,8.951219512195123e-06,10.970059880239521,453,,,,
,,,10.970059880239521,453,0.8322958946228027,5.0775,29.345,3.742
1.3194,0.7726705074310303,8.926829268292683e-06,11.005988023952096,454,,,,
,,,11.005988023952096,454,0.8327363729476929,5.0773,29.347,3.742
0.8018,0.37372928857803345,8.902439024390244e-06,11.029940119760479,455,,,,
,,,11.029940119760479,455,0.83257657289505,5.0771,29.347,3.742
0.7879,0.3293350040912628,8.878048780487806e-06,11.053892215568862,456,,,,
,,,11.053892215568862,456,0.8331613540649414,5.0754,29.358,3.744
0.7417,0.37484198808670044,8.853658536585367e-06,11.077844311377245,457,,,,
,,,11.077844311377245,457,0.8337119221687317,5.0755,29.357,3.743
0.6687,0.3828921318054199,8.829268292682927e-06,11.10179640718563,458,,,,
,,,11.10179640718563,458,0.8340141773223877,5.0756,29.356,3.743
0.7102,0.3444666266441345,8.80487804878049e-06,11.125748502994012,459,,,,
,,,11.125748502994012,459,0.8347581028938293,5.0752,29.358,3.744
0.7385,0.3937590420246124,8.78048780487805e-06,11.149700598802395,460,,,,
,,,11.149700598802395,460,0.8349725008010864,5.0781,29.342,3.742
0.7468,0.41507500410079956,8.75609756097561e-06,11.173652694610778,461,,,,
,,,11.173652694610778,461,0.8349915742874146,5.0757,29.356,3.743
0.7751,0.3851930499076843,8.731707317073171e-06,11.197604790419161,462,,,,
,,,11.197604790419161,462,0.835358202457428,5.0766,29.351,3.743
0.7121,0.326661616563797,8.707317073170733e-06,11.221556886227544,463,,,,
,,,11.221556886227544,463,0.8351666331291199,5.0777,29.344,3.742
0.7734,0.35640767216682434,8.682926829268294e-06,11.245508982035927,464,,,,
,,,11.245508982035927,464,0.8354014158248901,5.0767,29.35,3.743
0.6896,0.4067038893699646,8.658536585365854e-06,11.269461077844312,465,,,,
,,,11.269461077844312,465,0.8338829874992371,5.0771,29.347,3.742
0.7531,0.36780935525894165,8.634146341463415e-06,11.293413173652695,466,,,,
,,,11.293413173652695,466,0.8336219787597656,5.075,29.36,3.744
0.7208,0.3286159038543701,8.609756097560977e-06,11.317365269461078,467,,,,
,,,11.317365269461078,467,0.8336372971534729,5.0753,29.358,3.744
0.8049,0.44870316982269287,8.585365853658537e-06,11.341317365269461,468,,,,
,,,11.341317365269461,468,0.8327385783195496,5.0755,29.357,3.743
0.7002,0.3694344162940979,8.560975609756098e-06,11.365269461077844,469,,,,
,,,11.365269461077844,469,0.8324556350708008,5.0767,29.35,3.743
0.729,0.3567618429660797,8.536585365853658e-06,11.389221556886227,470,,,,
,,,11.389221556886227,470,0.8319084644317627,5.0772,29.347,3.742
0.6911,0.358163446187973,8.51219512195122e-06,11.41317365269461,471,,,,
,,,11.41317365269461,471,0.8320186734199524,5.0776,29.344,3.742
0.81,0.3930559754371643,8.487804878048781e-06,11.437125748502995,472,,,,
,,,11.437125748502995,472,0.831303060054779,5.0771,29.348,3.742
0.7619,0.35661593079566956,8.463414634146342e-06,11.461077844311378,473,,,,
,,,11.461077844311378,473,0.831429123878479,5.0759,29.354,3.743
0.7532,0.3556451201438904,8.439024390243902e-06,11.48502994011976,474,,,,
,,,11.48502994011976,474,0.8313614726066589,5.0753,29.358,3.744
0.7771,0.381186842918396,8.414634146341464e-06,11.508982035928144,475,,,,
,,,11.508982035928144,475,0.8308195471763611,5.0754,29.357,3.744
0.757,0.35592150688171387,8.390243902439025e-06,11.532934131736527,476,,,,
,,,11.532934131736527,476,0.830350399017334,5.0748,29.361,3.744
0.7524,0.37623775005340576,8.365853658536585e-06,11.55688622754491,477,,,,
,,,11.55688622754491,477,0.8304728865623474,5.0751,29.359,3.744
0.7766,0.3646353781223297,8.341463414634147e-06,11.580838323353294,478,,,,
,,,11.580838323353294,478,0.8302323818206787,5.0755,29.357,3.743
0.752,0.34551310539245605,8.317073170731708e-06,11.604790419161677,479,,,,
,,,11.604790419161677,479,0.8308457136154175,5.0764,29.352,3.743
0.7682,0.32736915349960327,8.292682926829268e-06,11.62874251497006,480,,,,
,,,11.62874251497006,480,0.8303631544113159,5.0745,29.362,3.744
0.7356,0.37939244508743286,8.268292682926829e-06,11.652694610778443,481,,,,
,,,11.652694610778443,481,0.8305084109306335,5.0758,29.355,3.743
0.7573,0.430168479681015,8.243902439024391e-06,11.676646706586826,482,,,,
,,,11.676646706586826,482,0.8295467495918274,5.0715,29.38,3.746
0.7442,0.3907794654369354,8.219512195121952e-06,11.70059880239521,483,,,,
,,,11.70059880239521,483,0.8290479183197021,5.0756,29.356,3.743
0.7165,0.3482978641986847,8.195121951219512e-06,11.724550898203592,484,,,,
,,,11.724550898203592,484,0.8284889459609985,5.0757,29.355,3.743
0.8321,0.35689935088157654,8.170731707317073e-06,11.748502994011975,485,,,,
,,,11.748502994011975,485,0.8286978602409363,5.0752,29.358,3.744
0.7257,0.3749277889728546,8.146341463414635e-06,11.77245508982036,486,,,,
,,,11.77245508982036,486,0.8280924558639526,5.0749,29.36,3.744
0.7135,0.33175262808799744,8.121951219512197e-06,11.796407185628743,487,,,,
,,,11.796407185628743,487,0.8282781839370728,5.0723,29.375,3.746
0.7926,0.3504334092140198,8.097560975609758e-06,11.820359281437126,488,,,,
,,,11.820359281437126,488,0.8283719420433044,5.0753,29.358,3.744
0.7583,0.34375855326652527,8.073170731707318e-06,11.844311377245509,489,,,,
,,,11.844311377245509,489,0.8284943699836731,5.075,29.36,3.744
0.7522,0.39761897921562195,8.048780487804879e-06,11.868263473053892,490,,,,
,,,11.868263473053892,490,0.8283616900444031,5.0767,29.35,3.743
0.7583,0.363156259059906,8.02439024390244e-06,11.892215568862275,491,,,,
,,,11.892215568862275,491,0.8278476595878601,5.0726,29.374,3.746
0.6948,0.391498327255249,8.000000000000001e-06,11.91616766467066,492,,,,
,,,11.91616766467066,492,0.8270831108093262,5.0766,29.35,3.743
0.7877,0.3627096712589264,7.975609756097562e-06,11.940119760479043,493,,,,
,,,11.940119760479043,493,0.8271912336349487,5.0759,29.354,3.743
0.7364,0.4207764267921448,7.951219512195122e-06,11.964071856287426,494,,,,
,,,11.964071856287426,494,0.8265082836151123,5.0753,29.358,3.744
1.3566,0.6765725016593933,7.926829268292685e-06,11.988023952095809,495,,,,
,,,11.988023952095809,495,0.8271511197090149,5.0741,29.365,3.744
0.8054,0.34562167525291443,7.902439024390245e-06,12.023952095808383,496,,,,
,,,12.023952095808383,496,0.8270332217216492,5.0737,29.367,3.745
0.6724,0.3741134703159332,7.878048780487806e-06,12.047904191616766,497,,,,
,,,12.047904191616766,497,0.8272107243537903,5.0745,29.363,3.744
0.6842,0.4007198214530945,7.853658536585366e-06,12.071856287425149,498,,,,
,,,12.071856287425149,498,0.8276399374008179,5.0741,29.365,3.744
0.7564,0.3772965371608734,7.829268292682928e-06,12.095808383233534,499,,,,
,,,12.095808383233534,499,0.8267784118652344,5.0753,29.358,3.744
0.7422,0.33620280027389526,7.804878048780489e-06,12.119760479041917,500,,,,
,,,12.119760479041917,500,0.8266366124153137,5.0753,29.358,3.744
0.7637,0.34605398774147034,7.78048780487805e-06,12.1437125748503,501,,,,
,,,12.1437125748503,501,0.8260788917541504,5.075,29.36,3.744
0.7581,0.3498573899269104,7.75609756097561e-06,12.167664670658683,502,,,,
,,,12.167664670658683,502,0.82619708776474,5.0755,29.356,3.743
0.7461,0.3450441360473633,7.731707317073172e-06,12.191616766467066,503,,,,
,,,12.191616766467066,503,0.8259511590003967,5.0751,29.359,3.744
0.7792,0.3957473635673523,7.707317073170732e-06,12.215568862275449,504,,,,
,,,12.215568862275449,504,0.8255616426467896,5.0741,29.365,3.745
0.7769,0.41554754972457886,7.682926829268293e-06,12.239520958083832,505,,,,
,,,12.239520958083832,505,0.8249980807304382,5.0752,29.358,3.744
0.7275,0.35698288679122925,7.658536585365855e-06,12.263473053892216,506,,,,
,,,12.263473053892216,506,0.8244679570198059,5.0749,29.36,3.744
0.7558,0.371922105550766,7.634146341463416e-06,12.2874251497006,507,,,,
,,,12.2874251497006,507,0.8247251510620117,5.0753,29.358,3.744
0.7056,0.36223870515823364,7.609756097560976e-06,12.311377245508982,508,,,,
,,,12.311377245508982,508,0.8248684406280518,5.0745,29.362,3.744
0.7205,0.36837238073349,7.5853658536585376e-06,12.335329341317365,509,,,,
,,,12.335329341317365,509,0.8246123194694519,5.0742,29.364,3.744
0.713,0.33457404375076294,7.560975609756098e-06,12.359281437125748,510,,,,
,,,12.359281437125748,510,0.8245642185211182,5.0746,29.362,3.744
0.7418,0.37922412157058716,7.5365853658536594e-06,12.383233532934131,511,,,,
,,,12.383233532934131,511,0.8242267966270447,5.0749,29.36,3.744
0.7214,0.38994377851486206,7.51219512195122e-06,12.407185628742514,512,,,,
,,,12.407185628742514,512,0.8235776424407959,5.0753,29.358,3.744
0.7192,0.3644360601902008,7.487804878048781e-06,12.431137724550899,513,,,,
,,,12.431137724550899,513,0.8231253027915955,5.0753,29.358,3.744
0.7325,0.3497368395328522,7.463414634146342e-06,12.455089820359282,514,,,,
,,,12.455089820359282,514,0.8225862383842468,5.0747,29.361,3.744
0.7413,0.37747228145599365,7.439024390243903e-06,12.479041916167665,515,,,,
,,,12.479041916167665,515,0.8229761719703674,5.075,29.359,3.744
0.7374,0.34206709265708923,7.414634146341464e-06,12.502994011976048,516,,,,
,,,12.502994011976048,516,0.8228952884674072,5.0746,29.362,3.744
0.7014,0.3552264869213104,7.390243902439025e-06,12.52694610778443,517,,,,
,,,12.52694610778443,517,0.8235803246498108,5.0749,29.36,3.744
0.7279,0.3799680471420288,7.3658536585365855e-06,12.550898203592814,518,,,,
,,,12.550898203592814,518,0.8236569762229919,5.0752,29.358,3.744
0.7648,0.37335115671157837,7.341463414634147e-06,12.574850299401197,519,,,,
,,,12.574850299401197,519,0.8239352703094482,5.0752,29.358,3.744
0.6813,0.42412710189819336,7.317073170731707e-06,12.598802395209582,520,,,,
,,,12.598802395209582,520,0.8242140412330627,5.0789,29.337,3.741
0.7565,0.344222754240036,7.292682926829269e-06,12.622754491017965,521,,,,
,,,12.622754491017965,521,0.8244831562042236,5.0758,29.355,3.743
0.7384,0.40794503688812256,7.268292682926829e-06,12.646706586826348,522,,,,
,,,12.646706586826348,522,0.8240112662315369,5.0775,29.345,3.742
0.7356,0.36258500814437866,7.243902439024391e-06,12.67065868263473,523,,,,
,,,12.67065868263473,523,0.8242701292037964,5.0748,29.361,3.744
0.6888,0.383347749710083,7.219512195121952e-06,12.694610778443113,524,,,,
,,,12.694610778443113,524,0.824470579624176,5.0766,29.351,3.743
0.7314,0.39072030782699585,7.1951219512195125e-06,12.718562874251496,525,,,,
,,,12.718562874251496,525,0.8236975073814392,5.076,29.354,3.743
0.7356,0.348818838596344,7.170731707317074e-06,12.74251497005988,526,,,,
,,,12.74251497005988,526,0.8237192034721375,5.0747,29.361,3.744
0.7387,0.42892757058143616,7.146341463414634e-06,12.766467065868264,527,,,,
,,,12.766467065868264,527,0.8234561085700989,5.074,29.365,3.745
0.7994,0.37020978331565857,7.121951219512196e-06,12.790419161676647,528,,,,
,,,12.790419161676647,528,0.8225974440574646,5.075,29.36,3.744
0.7399,0.346043199300766,7.097560975609756e-06,12.81437125748503,529,,,,
,,,12.81437125748503,529,0.8222206234931946,5.0765,29.351,3.743
0.7276,0.43505555391311646,7.0731707317073175e-06,12.838323353293413,530,,,,
,,,12.838323353293413,530,0.8220728039741516,5.0759,29.354,3.743
0.7968,0.3563743531703949,7.048780487804878e-06,12.862275449101796,531,,,,
,,,12.862275449101796,531,0.8214191198348999,5.0743,29.364,3.744
0.7874,0.3616292476654053,7.024390243902439e-06,12.886227544910179,532,,,,
,,,12.886227544910179,532,0.821401059627533,5.0758,29.355,3.743
0.709,0.39946284890174866,7e-06,12.910179640718562,533,,,,
,,,12.910179640718562,533,0.821259081363678,5.0763,29.352,3.743
0.6984,0.3173907697200775,6.975609756097561e-06,12.934131736526947,534,,,,
,,,12.934131736526947,534,0.8213262557983398,5.0751,29.359,3.744
0.757,0.3682035207748413,6.951219512195122e-06,12.95808383233533,535,,,,
,,,12.95808383233533,535,0.8213545083999634,5.075,29.36,3.744
0.7486,0.3864861726760864,6.926829268292683e-06,12.982035928143713,536,,,,
,,,12.982035928143713,536,0.820776641368866,5.075,29.359,3.744
1.213,0.7398574352264404,6.902439024390244e-06,13.017964071856287,537,,,,
,,,13.017964071856287,537,0.8206017017364502,5.0743,29.363,3.744
0.7375,0.36839038133621216,6.878048780487805e-06,13.04191616766467,538,,,,
,,,13.04191616766467,538,0.8205893039703369,5.0756,29.356,3.743
0.711,0.38350537419319153,6.853658536585367e-06,13.065868263473053,539,,,,
,,,13.065868263473053,539,0.8208402991294861,5.0747,29.361,3.744
0.7499,0.3842219412326813,6.829268292682928e-06,13.089820359281438,540,,,,
,,,13.089820359281438,540,0.8203980326652527,5.0762,29.353,3.743
0.7025,0.42338186502456665,6.804878048780489e-06,13.113772455089821,541,,,,
,,,13.113772455089821,541,0.8208253383636475,5.0756,29.356,3.743
0.8156,0.3338218927383423,6.7804878048780495e-06,13.137724550898204,542,,,,
,,,13.137724550898204,542,0.8208780884742737,5.0747,29.361,3.744
0.693,0.33224019408226013,6.756097560975611e-06,13.161676646706587,543,,,,
,,,13.161676646706587,543,0.8212964534759521,5.0754,29.358,3.744
0.7296,0.4045083522796631,6.731707317073171e-06,13.18562874251497,544,,,,
,,,13.18562874251497,544,0.8207651972770691,5.0748,29.361,3.744
0.7039,0.39440417289733887,6.707317073170733e-06,13.209580838323353,545,,,,
,,,13.209580838323353,545,0.8208087682723999,5.0742,29.364,3.744
0.7495,0.42469272017478943,6.682926829268293e-06,13.233532934131736,546,,,,
,,,13.233532934131736,546,0.8212133049964905,5.0742,29.364,3.744
0.7018,0.38136690855026245,6.658536585365855e-06,13.25748502994012,547,,,,
,,,13.25748502994012,547,0.8203170299530029,5.0743,29.364,3.744
0.6679,0.3981234133243561,6.634146341463415e-06,13.281437125748504,548,,,,
,,,13.281437125748504,548,0.8197128772735596,5.0734,29.369,3.745
0.7222,0.36549055576324463,6.6097560975609765e-06,13.305389221556887,549,,,,
,,,13.305389221556887,549,0.81935054063797,5.0756,29.356,3.743
0.759,0.3791438937187195,6.585365853658538e-06,13.32934131736527,550,,,,
,,,13.32934131736527,550,0.8190978765487671,5.0742,29.364,3.744
0.7539,0.3900547921657562,6.560975609756098e-06,13.353293413173652,551,,,,
,,,13.353293413173652,551,0.8189070820808411,5.0748,29.361,3.744
0.6977,0.44701701402664185,6.53658536585366e-06,13.377245508982035,552,,,,
,,,13.377245508982035,552,0.8183075785636902,5.0747,29.361,3.744
0.6997,0.3476615846157074,6.51219512195122e-06,13.401197604790418,553,,,,
,,,13.401197604790418,553,0.8181363344192505,5.0745,29.363,3.744
0.6892,0.38664236664772034,6.4878048780487815e-06,13.425149700598803,554,,,,
,,,13.425149700598803,554,0.818767249584198,5.0743,29.364,3.744
0.7535,0.38229283690452576,6.463414634146342e-06,13.449101796407186,555,,,,
,,,13.449101796407186,555,0.8187384605407715,5.0742,29.364,3.744
0.6714,0.3575669229030609,6.439024390243903e-06,13.47305389221557,556,,,,
,,,13.47305389221557,556,0.8185458779335022,5.0749,29.36,3.744
0.7702,0.3495752811431885,6.414634146341464e-06,13.497005988023952,557,,,,
,,,13.497005988023952,557,0.8186486959457397,5.0747,29.361,3.744
