loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second
,,,4.407185628742515,182,0.9678491950035095,5.0756,29.356,3.743
0.9761,0.2951482832431793,1.553658536585366e-05,4.431137724550898,183,,,,
,,,4.431137724550898,183,0.9655427932739258,5.075,29.359,3.744
0.9847,0.26383018493652344,1.551219512195122e-05,4.455089820359281,184,,,,
,,,4.455089820359281,184,0.9647387862205505,5.0746,29.362,3.744
0.9536,0.27631068229675293,1.5487804878048782e-05,4.479041916167665,185,,,,
,,,4.479041916167665,185,0.963952362537384,5.0739,29.366,3.745
0.9009,0.2439897507429123,1.5463414634146344e-05,4.502994011976048,186,,,,
,,,4.502994011976048,186,0.9625387787818909,5.0766,29.351,3.743
0.9497,0.28683578968048096,1.5439024390243903e-05,4.526946107784431,187,,,,
,,,4.526946107784431,187,0.9621188640594482,5.0767,29.35,3.743
0.9112,0.2837638556957245,1.5414634146341465e-05,4.550898203592815,188,,,,
,,,4.550898203592815,188,0.9610286355018616,5.0749,29.36,3.744
0.9637,0.25656211376190186,1.5390243902439027e-05,4.574850299401198,189,,,,
,,,4.574850299401198,189,0.9593616724014282,5.0758,29.355,3.743
0.8841,0.2925093472003937,1.5365853658536586e-05,4.598802395209581,190,,,,
,,,4.598802395209581,190,0.9582887291908264,5.0766,29.351,3.743
0.9089,0.2807054817676544,1.5341463414634148e-05,4.6227544910179645,191,,,,
,,,4.6227544910179645,191,0.9581120610237122,5.0768,29.349,3.742
0.9264,0.3118145167827606,1.531707317073171e-05,4.6467065868263475,192,,,,
,,,4.6467065868263475,192,0.9573460817337036,5.0779,29.343,3.742
0.8861,0.2783871591091156,1.529268292682927e-05,4.6706586826347305,193,,,,
,,,4.6706586826347305,193,0.9565532207489014,5.0767,29.35,3.743
0.8753,0.24707013368606567,1.526829268292683e-05,4.6946107784431135,194,,,,
,,,4.6946107784431135,194,0.9556804895401001,5.0763,29.352,3.743
0.8885,0.3340523838996887,1.5243902439024392e-05,4.718562874251497,195,,,,
,,,4.718562874251497,195,0.9533868432044983,5.0762,29.353,3.743
0.898,0.27262601256370544,1.5219512195121952e-05,4.74251497005988,196,,,,
,,,4.74251497005988,196,0.9523787498474121,5.0782,29.341,3.742
0.8801,0.24806426465511322,1.5195121951219513e-05,4.766467065868263,197,,,,
,,,4.766467065868263,197,0.9504677057266235,5.0774,29.346,3.742
0.9069,0.30755236744880676,1.5170731707317075e-05,4.790419161676647,198,,,,
,,,4.790419161676647,198,0.9495851397514343,5.077,29.348,3.742
0.9293,0.3101717531681061,1.5146341463414636e-05,4.81437125748503,199,,,,
,,,4.81437125748503,199,0.9479703903198242,5.0776,29.344,3.742
0.916,0.28804364800453186,1.5121951219512196e-05,4.838323353293413,200,,,,
,,,4.838323353293413,200,0.9469543099403381,5.0765,29.351,3.743
0.9053,0.2640801668167114,1.5097560975609757e-05,4.862275449101796,201,,,,
,,,4.862275449101796,201,0.9460933804512024,5.075,29.359,3.744
0.8759,0.28238365054130554,1.5073170731707319e-05,4.88622754491018,202,,,,
,,,4.88622754491018,202,0.9455605149269104,5.0754,29.357,3.744
0.8496,0.26838529109954834,1.504878048780488e-05,4.910179640718563,203,,,,
,,,4.910179640718563,203,0.9452848434448242,5.0773,29.346,3.742
0.8687,0.30448204278945923,1.502439024390244e-05,4.934131736526946,204,,,,
,,,4.934131736526946,204,0.944717526435852,5.0767,29.35,3.743
0.9337,0.30895212292671204,1.5000000000000002e-05,4.95808383233533,205,,,,
,,,4.95808383233533,205,0.9440563917160034,5.0759,29.354,3.743
0.8951,0.273943692445755,1.4975609756097563e-05,4.982035928143713,206,,,,
,,,4.982035928143713,206,0.943044900894165,5.0762,29.353,3.743
1.6398,0.6290193200111389,1.4951219512195123e-05,5.017964071856287,207,,,,
,,,5.017964071856287,207,0.9412389397621155,5.0765,29.351,3.743
0.8969,0.27755510807037354,1.4926829268292684e-05,5.04191616766467,208,,,,
,,,5.04191616766467,208,0.9402306079864502,5.0775,29.345,3.742
0.8811,0.30650636553764343,1.4902439024390246e-05,5.065868263473054,209,,,,
,,,5.065868263473054,209,0.9392727017402649,5.077,29.348,3.742
0.8775,0.28613168001174927,1.4878048780487806e-05,5.089820359281437,210,,,,
,,,5.089820359281437,210,0.9389625787734985,5.0766,29.35,3.743
0.9349,0.2753095030784607,1.4853658536585367e-05,5.11377245508982,211,,,,
,,,5.11377245508982,211,0.9384782910346985,5.0798,29.332,3.74
0.8958,0.31786173582077026,1.4829268292682927e-05,5.137724550898204,212,,,,
,,,5.137724550898204,212,0.9381662607192993,5.0866,29.293,3.735
0.8811,0.3169388175010681,1.480487804878049e-05,5.161676646706587,213,,,,
,,,5.161676646706587,213,0.9373705387115479,5.0792,29.335,3.741
0.8504,0.29537662863731384,1.478048780487805e-05,5.18562874251497,214,,,,
,,,5.18562874251497,214,0.9364049434661865,5.0868,29.291,3.735
0.9696,0.41692113876342773,1.475609756097561e-05,5.209580838323353,215,,,,
,,,5.209580838323353,215,0.9353101849555969,5.0778,29.343,3.742
0.8436,0.2947593033313751,1.4731707317073171e-05,5.233532934131737,216,,,,
,,,5.233532934131737,216,0.9348354339599609,5.0758,29.355,3.743
0.8927,0.2735561728477478,1.4707317073170733e-05,5.25748502994012,217,,,,
,,,5.25748502994012,217,0.9337896704673767,5.0767,29.35,3.743
0.9137,0.2841125428676605,1.4682926829268294e-05,5.281437125748503,218,,,,
,,,5.281437125748503,218,0.9333460330963135,5.0766,29.35,3.743
0.8417,0.3258934020996094,1.4658536585365854e-05,5.3053892215568865,219,,,,
,,,5.3053892215568865,219,0.9324546456336975,5.0771,29.347,3.742
0.9329,0.30553746223449707,1.4634146341463415e-05,5.3293413173652695,220,,,,
,,,5.3293413173652695,220,0.9317631125450134,5.0757,29.356,3.743
0.8592,0.2958822548389435,1.4609756097560977e-05,5.3532934131736525,221,,,,
,,,5.3532934131736525,221,0.9306020140647888,5.0767,29.35,3.743
0.8859,0.3109159767627716,1.4585365853658537e-05,5.3772455089820355,222,,,,
,,,5.3772455089820355,222,0.9296225905418396,5.0763,29.352,3.743
0.8914,0.3604179918766022,1.4560975609756098e-05,5.401197604790419,223,,,,
,,,5.401197604790419,223,0.9280211329460144,5.0752,29.358,3.744
0.8784,0.3116723895072937,1.4536585365853658e-05,5.425149700598802,224,,,,
,,,5.425149700598802,224,0.9271639585494995,5.0772,29.347,3.742
0.9166,0.30319809913635254,1.451219512195122e-05,5.449101796407185,225,,,,
,,,5.449101796407185,225,0.925592839717865,5.0858,29.297,3.736
0.8977,0.3383690118789673,1.4487804878048781e-05,5.473053892215569,226,,,,
,,,5.473053892215569,226,0.9238783121109009,5.077,29.348,3.742
0.8852,0.28984585404396057,1.4463414634146342e-05,5.497005988023952,227,,,,
,,,5.497005988023952,227,0.9235998392105103,5.0793,29.335,3.741
0.8841,0.27653613686561584,1.4439024390243904e-05,5.520958083832335,228,,,,
,,,5.520958083832335,228,0.9230219721794128,5.0735,29.369,3.745
0.8835,0.3203151822090149,1.4414634146341464e-05,5.544910179640718,229,,,,
,,,5.544910179640718,229,0.9231751561164856,5.0789,29.337,3.741
0.8469,0.3657095730304718,1.4390243902439025e-05,5.568862275449102,230,,,,
,,,5.568862275449102,230,0.9219766855239868,5.0736,29.368,3.745
0.855,0.2469724714756012,1.4365853658536585e-05,5.592814371257485,231,,,,
,,,5.592814371257485,231,0.9213921427726746,5.0726,29.373,3.746
0.8739,0.320065975189209,1.4341463414634148e-05,5.616766467065868,232,,,,
,,,5.616766467065868,232,0.9210315942764282,5.0728,29.372,3.745
0.932,0.31122004985809326,1.4317073170731708e-05,5.640718562874252,233,,,,
,,,5.640718562874252,233,0.9211769104003906,5.0797,29.332,3.74
0.837,0.33737438917160034,1.4292682926829269e-05,5.664670658682635,234,,,,
,,,5.664670658682635,234,0.919954240322113,5.0727,29.373,3.746
0.8832,0.32409754395484924,1.4268292682926829e-05,5.688622754491018,235,,,,
,,,5.688622754491018,235,0.9184762835502625,5.0771,29.347,3.742
0.8772,0.30455154180526733,1.4243902439024391e-05,5.712574850299401,236,,,,
,,,5.712574850299401,236,0.9178951978683472,5.0766,29.35,3.743
0.8635,0.3156878650188446,1.4219512195121952e-05,5.736526946107785,237,,,,
,,,5.736526946107785,237,0.9160304665565491,5.0765,29.351,3.743
0.8589,0.2790653109550476,1.4195121951219512e-05,5.7604790419161676,238,,,,
,,,5.7604790419161676,238,0.9159120917320251,5.0763,29.352,3.743
0.8899,0.28589001297950745,1.4170731707317073e-05,5.7844311377245505,239,,,,
,,,5.7844311377245505,239,0.9155256152153015,5.0799,29.331,3.74
0.8329,0.26838794350624084,1.4146341463414635e-05,5.808383233532934,240,,,,
,,,5.808383233532934,240,0.9149020314216614,5.0981,29.226,3.727
0.8354,0.2789174020290375,1.4121951219512196e-05,5.832335329341317,241,,,,
,,,5.832335329341317,241,0.913943886756897,5.0772,29.347,3.742
0.8319,0.3038433790206909,1.4097560975609756e-05,5.8562874251497,242,,,,
,,,5.8562874251497,242,0.9131921529769897,5.0774,29.346,3.742
0.8708,0.25961410999298096,1.4073170731707317e-05,5.880239520958084,243,,,,
,,,5.880239520958084,243,0.9127389788627625,5.0793,29.335,3.741
0.8631,0.33462750911712646,1.4048780487804879e-05,5.904191616766467,244,,,,
,,,5.904191616766467,244,0.9122591018676758,5.076,29.354,3.743
0.8763,0.2702173590660095,1.402439024390244e-05,5.92814371257485,245,,,,
,,,5.92814371257485,245,0.9123292565345764,5.076,29.354,3.743
0.8681,0.324575811624527,1.4e-05,5.952095808383233,246,,,,
,,,5.952095808383233,246,0.9121048450469971,5.0758,29.355,3.743
0.8853,0.3595600724220276,1.3975609756097562e-05,5.976047904191617,247,,,,
,,,5.976047904191617,247,0.9105923175811768,5.0785,29.34,3.741
1.4639,0.6187267899513245,1.3951219512195122e-05,6.0119760479041915,248,,,,
,,,6.0119760479041915,248,0.9095573425292969,5.0784,29.34,3.741
0.8424,0.3118648827075958,1.3926829268292683e-05,6.0359281437125745,249,,,,
,,,6.0359281437125745,249,0.909113347530365,5.0762,29.353,3.743
0.8644,0.2709028422832489,1.3902439024390244e-05,6.059880239520958,250,,,,
,,,6.059880239520958,250,0.9080138802528381,5.0764,29.352,3.743
0.7798,0.318577378988266,1.3878048780487806e-05,6.083832335329341,251,,,,
,,,6.083832335329341,251,0.9072448015213013,5.0762,29.352,3.743
0.9595,0.31106963753700256,1.3853658536585366e-05,6.107784431137724,252,,,,
,,,6.107784431137724,252,0.9072850346565247,5.0764,29.351,3.743
0.8692,0.2914939820766449,1.3829268292682927e-05,6.131736526946108,253,,,,
,,,6.131736526946108,253,0.9072224497795105,5.0757,29.356,3.743
0.8884,0.2724047005176544,1.3804878048780487e-05,6.155688622754491,254,,,,
,,,6.155688622754491,254,0.9066731333732605,5.0762,29.353,3.743
0.8249,0.3177669942378998,1.378048780487805e-05,6.179640718562874,255,,,,
,,,6.179640718562874,255,0.9065819978713989,5.0761,29.353,3.743
0.8735,0.32282593846321106,1.375609756097561e-05,6.203592814371257,256,,,,
,,,6.203592814371257,256,0.9062379002571106,5.0755,29.357,3.743
0.8506,0.3534950613975525,1.3731707317073172e-05,6.227544910179641,257,,,,
,,,6.227544910179641,257,0.905180037021637,5.078,29.342,3.742
0.8155,0.2929951250553131,1.3707317073170734e-05,6.251497005988024,258,,,,
,,,6.251497005988024,258,0.9045902490615845,5.0769,29.349,3.742
0.8011,0.2990749180316925,1.3682926829268295e-05,6.275449101796407,259,,,,
,,,6.275449101796407,259,0.9044603109359741,5.076,29.354,3.743
0.8703,0.3357343077659607,1.3658536585365855e-05,6.299401197604791,260,,,,
,,,6.299401197604791,260,0.9046996235847473,5.078,29.342,3.742
0.8212,0.3274439573287964,1.3634146341463418e-05,6.323353293413174,261,,,,
,,,6.323353293413174,261,0.9036352038383484,5.0755,29.356,3.743
0.8975,0.3148818016052246,1.3609756097560978e-05,6.347305389221557,262,,,,
,,,6.347305389221557,262,0.9025600552558899,5.0768,29.349,3.743
0.814,0.2889144718647003,1.3585365853658539e-05,6.37125748502994,263,,,,
,,,6.37125748502994,263,0.9019299149513245,5.0759,29.355,3.743
0.8396,0.28637734055519104,1.3560975609756099e-05,6.395209580838324,264,,,,
,,,6.395209580838324,264,0.9010859727859497,5.0778,29.343,3.742
0.8503,0.3195827305316925,1.3536585365853661e-05,6.419161676646707,265,,,,
,,,6.419161676646707,265,0.8996315598487854,5.0839,29.308,3.737
0.8258,0.2833987772464752,1.3512195121951222e-05,6.4431137724550895,266,,,,
,,,6.4431137724550895,266,0.8990312814712524,5.0758,29.355,3.743
0.8796,0.276994526386261,1.3487804878048782e-05,6.467065868263473,267,,,,
,,,6.467065868263473,267,0.898664653301239,5.0754,29.357,3.744
0.822,0.31242164969444275,1.3463414634146343e-05,6.491017964071856,268,,,,
,,,6.491017964071856,268,0.8974834680557251,5.0752,29.359,3.744
0.8429,0.28281545639038086,1.3439024390243905e-05,6.514970059880239,269,,,,
,,,6.514970059880239,269,0.8971178531646729,5.0751,29.359,3.744
0.8493,0.30536019802093506,1.3414634146341466e-05,6.538922155688622,270,,,,
,,,6.538922155688622,270,0.8966238498687744,5.0747,29.361,3.744
0.8428,0.29927945137023926,1.3390243902439026e-05,6.562874251497006,271,,,,
,,,6.562874251497006,271,0.8965491056442261,5.0762,29.353,3.743
0.8777,0.3052905797958374,1.3365853658536587e-05,6.586826347305389,272,,,,
,,,6.586826347305389,272,0.8959768414497375,5.0747,29.361,3.744
0.7952,0.3030126094818115,1.3341463414634149e-05,6.610778443113772,273,,,,
,,,6.610778443113772,273,0.895460307598114,5.0753,29.358,3.744
0.8924,0.31192588806152344,1.331707317073171e-05,6.634730538922156,274,,,,
,,,6.634730538922156,274,0.895462155342102,5.0963,29.237,3.728
0.8406,0.3111163079738617,1.329268292682927e-05,6.658682634730539,275,,,,
,,,6.658682634730539,275,0.8950278162956238,5.0752,29.359,3.744
0.8823,0.29782602190971375,1.326829268292683e-05,6.682634730538922,276,,,,
,,,6.682634730538922,276,0.8933379650115967,5.0767,29.35,3.743
0.8906,0.28183141350746155,1.3243902439024392e-05,6.706586826347305,277,,,,
,,,6.706586826347305,277,0.8913936614990234,5.0758,29.355,3.743
0.856,0.3006305694580078,1.3219512195121953e-05,6.730538922155689,278,,,,
,,,6.730538922155689,278,0.8907530903816223,5.0764,29.352,3.743
0.8616,0.28598445653915405,1.3195121951219513e-05,6.754491017964072,279,,,,
,,,6.754491017964072,279,0.8901680707931519,5.0753,29.358,3.744
0.8249,0.32974493503570557,1.3170731707317076e-05,6.778443113772455,280,,,,
,,,6.778443113772455,280,0.8892704248428345,5.0736,29.368,3.745
0.8225,0.2991720139980316,1.3146341463414636e-05,6.802395209580839,281,,,,
,,,6.802395209580839,281,0.8885766267776489,5.0739,29.366,3.745
0.8589,0.30006566643714905,1.3121951219512197e-05,6.826347305389222,282,,,,
,,,6.826347305389222,282,0.8883441686630249,5.0737,29.367,3.745
0.7916,0.3281610310077667,1.3097560975609757e-05,6.850299401197605,283,,,,
,,,6.850299401197605,283,0.8877788782119751,5.0739,29.366,3.745
0.7651,0.320735365152359,1.307317073170732e-05,6.874251497005988,284,,,,
,,,6.874251497005988,284,0.8873403668403625,5.0746,29.362,3.744
0.8159,0.3271636664867401,1.304878048780488e-05,6.8982035928143715,285,,,,
,,,6.8982035928143715,285,0.887142539024353,5.074,29.365,3.745
0.8383,0.3195209503173828,1.302439024390244e-05,6.922155688622754,286,,,,
,,,6.922155688622754,286,0.8863304257392883,5.0745,29.363,3.744
0.7841,0.3135869801044464,1.3000000000000001e-05,6.946107784431137,287,,,,
,,,6.946107784431137,287,0.8860784769058228,5.0762,29.353,3.743
0.7768,0.3395672142505646,1.2975609756097563e-05,6.970059880239521,288,,,,
,,,6.970059880239521,288,0.8858065009117126,5.0759,29.354,3.743
1.4648,0.6761266589164734,1.2951219512195124e-05,7.005988023952096,289,,,,
,,,7.005988023952096,289,0.8856819868087769,5.0743,29.364,3.744
0.8137,0.3055712580680847,1.2926829268292684e-05,7.029940119760479,290,,,,
,,,7.029940119760479,290,0.886135458946228,5.0748,29.361,3.744
0.825,0.3242467939853668,1.2902439024390245e-05,7.053892215568863,291,,,,
,,,7.053892215568863,291,0.8862053751945496,5.075,29.36,3.744
0.8444,0.285785049200058,1.2878048780487807e-05,7.077844311377246,292,,,,
,,,7.077844311377246,292,0.8860733509063721,5.0749,29.36,3.744
0.8341,0.3181394338607788,1.2853658536585367e-05,7.1017964071856285,293,,,,
,,,7.1017964071856285,293,0.8853552937507629,5.0771,29.348,3.742
0.8151,0.33737921714782715,1.2829268292682928e-05,7.125748502994012,294,,,,
,,,7.125748502994012,294,0.885068953037262,5.077,29.348,3.742
0.7754,0.29644593596458435,1.2804878048780488e-05,7.149700598802395,295,,,,
,,,7.149700598802395,295,0.8843963146209717,5.0766,29.351,3.743
0.8313,0.3083150386810303,1.278048780487805e-05,7.173652694610778,296,,,,
,,,7.173652694610778,296,0.883239209651947,5.0764,29.351,3.743
0.8329,0.32435664534568787,1.2756097560975611e-05,7.197604790419161,297,,,,
,,,7.197604790419161,297,0.8827567100524902,5.0768,29.349,3.743
0.8535,0.3225705325603485,1.2731707317073172e-05,7.221556886227545,298,,,,
,,,7.221556886227545,298,0.8820685148239136,5.0773,29.346,3.742
0.8645,0.28988155722618103,1.2707317073170734e-05,7.245508982035928,299,,,,
,,,7.245508982035928,299,0.8820416927337646,5.0789,29.337,3.741
0.7623,0.32510924339294434,1.2682926829268294e-05,7.269461077844311,300,,,,
,,,7.269461077844311,300,0.8812403082847595,5.0775,29.345,3.742
0.7953,0.3313807547092438,1.2658536585365855e-05,7.293413173652695,301,,,,
,,,7.293413173652695,301,0.8802735805511475,5.0785,29.339,3.741
0.8349,0.32407334446907043,1.2634146341463415e-05,7.317365269461078,302,,,,
,,,7.317365269461078,302,0.880217969417572,5.0782,29.341,3.742
0.8172,0.32790693640708923,1.2609756097560977e-05,7.341317365269461,303,,,,
,,,7.341317365269461,303,0.8797194957733154,5.0804,29.328,3.74
0.802,0.28908610343933105,1.2585365853658538e-05,7.365269461077844,304,,,,
,,,7.365269461077844,304,0.8789119720458984,5.0809,29.326,3.739
0.8114,0.32631590962409973,1.2560975609756098e-05,7.389221556886228,305,,,,
,,,7.389221556886228,305,0.8783934712409973,5.0815,29.322,3.739
0.8109,0.3016999363899231,1.2536585365853659e-05,7.413173652694611,306,,,,
,,,7.413173652694611,306,0.8772136569023132,5.0799,29.332,3.74
0.8839,0.3029841482639313,1.2512195121951221e-05,7.437125748502994,307,,,,
,,,7.437125748502994,307,0.8773199319839478,5.0797,29.332,3.74
0.8206,0.3397791385650635,1.2487804878048782e-05,7.461077844311378,308,,,,
,,,7.461077844311378,308,0.877712607383728,5.0811,29.324,3.739
0.7465,0.30896905064582825,1.2463414634146342e-05,7.485029940119761,309,,,,
,,,7.485029940119761,309,0.8779075741767883,5.0806,29.327,3.74
0.7997,0.3480897545814514,1.2439024390243903e-05,7.508982035928144,310,,,,
,,,7.508982035928144,310,0.8772439360618591,5.0829,29.314,3.738
0.8131,0.3462367653846741,1.2414634146341465e-05,7.532934131736527,311,,,,
,,,7.532934131736527,311,0.8764865398406982,5.0824,29.317,3.738
0.8045,0.3218046724796295,1.2390243902439025e-05,7.5568862275449105,312,,,,
,,,7.5568862275449105,312,0.8756105303764343,5.082,29.319,3.739
0.8374,0.2729865610599518,1.2365853658536586e-05,7.580838323353293,313,,,,
,,,7.580838323353293,313,0.8747057914733887,5.08,29.331,3.74
0.8148,0.3066209554672241,1.2341463414634146e-05,7.604790419161676,314,,,,
,,,7.604790419161676,314,0.8747282028198242,5.0802,29.33,3.74
0.8445,0.3416213393211365,1.2317073170731709e-05,7.62874251497006,315,,,,
,,,7.62874251497006,315,0.8743898272514343,5.0809,29.325,3.739
0.7955,0.29890528321266174,1.2292682926829269e-05,7.652694610778443,316,,,,
,,,7.652694610778443,316,0.8739240765571594,5.0826,29.316,3.738
0.8134,0.34971290826797485,1.226829268292683e-05,7.676646706586826,317,,,,
,,,7.676646706586826,317,0.8741155862808228,5.0807,29.326,3.74
0.8487,0.3081896901130676,1.2243902439024392e-05,7.700598802395209,318,,,,
,,,7.700598802395209,318,0.8731057643890381,5.0815,29.322,3.739
0.7924,0.3728928864002228,1.2219512195121952e-05,7.724550898203593,319,,,,
,,,7.724550898203593,319,0.8727620840072632,5.0821,29.318,3.739
0.8187,0.3944927752017975,1.2195121951219513e-05,7.748502994011976,320,,,,
,,,7.748502994011976,320,0.8719284534454346,5.0812,29.324,3.739
0.8317,0.30044347047805786,1.2170731707317073e-05,7.772455089820359,321,,,,
,,,7.772455089820359,321,0.8713759779930115,5.0809,29.326,3.74
0.8285,0.2997637987136841,1.2146341463414636e-05,7.796407185628743,322,,,,
,,,7.796407185628743,322,0.8709090352058411,5.0809,29.325,3.739
0.7707,0.30789586901664734,1.2121951219512196e-05,7.820359281437126,323,,,,
,,,7.820359281437126,323,0.8706616759300232,5.0821,29.318,3.739
0.8087,0.325076699256897,1.2097560975609757e-05,7.844311377245509,324,,,,
,,,7.844311377245509,324,0.8711007237434387,5.0828,29.314,3.738
0.8791,0.3054676651954651,1.2073170731707317e-05,7.868263473053892,325,,,,
,,,7.868263473053892,325,0.8711858987808228,5.0804,29.329,3.74
0.7679,0.32326921820640564,1.204878048780488e-05,7.892215568862276,326,,,,
,,,7.892215568862276,326,0.8709439039230347,5.0804,29.329,3.74
0.824,0.3081553876399994,1.202439024390244e-05,7.916167664670659,327,,,,
,,,7.916167664670659,327,0.8707842826843262,5.0806,29.328,3.74
0.8637,0.29698970913887024,1.2e-05,7.940119760479042,328,,,,
,,,7.940119760479042,328,0.8702807426452637,5.0795,29.334,3.741
0.8416,0.3569212853908539,1.197560975609756e-05,7.9640718562874255,329,,,,
,,,7.9640718562874255,329,0.8693121671676636,5.0785,29.339,3.741
1.5041,0.7617295980453491,1.1951219512195123e-05,7.9880239520958085,330,,,,
,,,7.9880239520958085,330,0.8686683177947998,5.0777,29.344,3.742
0.8054,0.36035484075546265,1.1926829268292684e-05,8.023952095808383,331,,,,
,,,8.023952095808383,331,0.8678461909294128,5.0753,29.358,3.744
0.8167,0.3516337275505066,1.1902439024390244e-05,8.047904191616766,332,,,,
,,,8.047904191616766,332,0.8672482371330261,5.0756,29.356,3.743
0.7881,0.3279431462287903,1.1878048780487805e-05,8.071856287425149,333,,,,
,,,8.071856287425149,333,0.8675355911254883,5.0753,29.358,3.744
0.7488,0.3322731852531433,1.1853658536585367e-05,8.095808383233534,334,,,,
,,,8.095808383233534,334,0.8663740754127502,5.0758,29.355,3.743
0.751,0.34138327836990356,1.1829268292682927e-05,8.119760479041917,335,,,,
,,,8.119760479041917,335,0.8666213750839233,5.0751,29.359,3.744
0.8188,0.37114864587783813,1.1804878048780488e-05,8.1437125748503,336,,,,
,,,8.1437125748503,336,0.8664636015892029,5.0765,29.351,3.743
0.7761,0.3296597898006439,1.178048780487805e-05,8.167664670658683,337,,,,
,,,8.167664670658683,337,0.8658168911933899,5.0756,29.356,3.743
0.8201,0.3393421471118927,1.175609756097561e-05,8.191616766467066,338,,,,
,,,8.191616766467066,338,0.8655007481575012,5.0775,29.345,3.742
0.8266,0.3069230914115906,1.1731707317073171e-05,8.215568862275449,339,,,,
,,,8.215568862275449,339,0.865655779838562,5.0761,29.353,3.743
0.8183,0.32655754685401917,1.1707317073170731e-05,8.239520958083832,340,,,,
,,,8.239520958083832,340,0.865327775478363,5.0764,29.352,3.743
0.785,0.32399389147758484,1.1682926829268294e-05,8.263473053892216,341,,,,
,,,8.263473053892216,341,0.8659635186195374,5.0743,29.363,3.744
0.7827,0.37384626269340515,1.1658536585365854e-05,8.2874251497006,342,,,,
,,,8.2874251497006,342,0.8645344972610474,5.0756,29.356,3.743
0.8091,0.3457149565219879,1.1634146341463415e-05,8.311377245508982,343,,,,
,,,8.311377245508982,343,0.8634754419326782,5.0923,29.26,3.731
0.7722,0.3297702372074127,1.1609756097560975e-05,8.335329341317365,344,,,,
,,,8.335329341317365,344,0.8625398278236389,5.0743,29.364,3.744
0.8045,0.31012675166130066,1.1585365853658537e-05,8.359281437125748,345,,,,
,,,8.359281437125748,345,0.8627052903175354,5.0765,29.351,3.743
0.792,0.36392977833747864,1.1560975609756098e-05,8.383233532934131,346,,,,
,,,8.383233532934131,346,0.8621116280555725,5.0757,29.356,3.743
0.8553,0.34542301297187805,1.1536585365853658e-05,8.407185628742514,347,,,,
,,,8.407185628742514,347,0.8618829846382141,5.0769,29.349,3.742
0.8291,0.33486199378967285,1.1512195121951219e-05,8.431137724550899,348,,,,
,,,8.431137724550899,348,0.861005961894989,5.0797,29.332,3.74
0.7904,0.381237655878067,1.1487804878048781e-05,8.455089820359282,349,,,,
,,,8.455089820359282,349,0.8609619140625,5.0753,29.358,3.744
0.8091,0.3225249648094177,1.1463414634146342e-05,8.479041916167665,350,,,,
,,,8.479041916167665,350,0.8614966869354248,5.0789,29.337,3.741
0.8166,0.319311261177063,1.1439024390243902e-05,8.502994011976048,351,,,,
,,,8.502994011976048,351,0.8607736825942993,5.0761,29.353,3.743
0.7607,0.30375179648399353,1.1414634146341463e-05,8.52694610778443,352,,,,
,,,8.52694610778443,352,0.8602606058120728,5.0742,29.364,3.744
0.81,0.3045101761817932,1.1390243902439025e-05,8.550898203592814,353,,,,
,,,8.550898203592814,353,0.8594565391540527,5.0756,29.356,3.743
0.7975,0.33227401971817017,1.1365853658536585e-05,8.574850299401197,354,,,,
,,,8.574850299401197,354,0.8590371608734131,5.0759,29.354,3.743
0.8081,0.3661847710609436,1.1341463414634146e-05,8.598802395209582,355,,,,
,,,8.598802395209582,355,0.8591116070747375,5.0762,29.353,3.743
0.7279,0.30593305826187134,1.1317073170731706e-05,8.622754491017965,356,,,,
,,,8.622754491017965,356,0.8589370250701904,5.077,29.348,3.742
0.7933,0.29418593645095825,1.1292682926829269e-05,8.646706586826348,357,,,,
,,,8.646706586826348,357,0.8590199947357178,5.0757,29.356,3.743
0.8177,0.3401952087879181,1.1268292682926829e-05,8.67065868263473,358,,,,
,,,8.67065868263473,358,0.8591899275779724,5.08,29.331,3.74
0.7715,0.3638463020324707,1.1243902439024393e-05,8.694610778443113,359,,,,
,,,8.694610778443113,359,0.85940021276474,5.0754,29.358,3.744
0.8176,0.34021201729774475,1.1219512195121953e-05,8.718562874251496,360,,,,
,,,8.718562874251496,360,0.8585782647132874,5.0798,29.332,3.74
0.755,0.32330548763275146,1.1195121951219514e-05,8.74251497005988,361,,,,
,,,8.74251497005988,361,0.8579238057136536,5.0735,29.368,3.745
0.8219,0.3240734934806824,1.1170731707317074e-05,8.766467065868264,362,,,,
,,,8.766467065868264,362,0.8577762246131897,5.0724,29.375,3.746
0.8116,0.37074482440948486,1.1146341463414637e-05,8.790419161676647,363,,,,
,,,8.790419161676647,363,0.8566684722900391,5.0758,29.355,3.743
0.759,0.31976234912872314,1.1121951219512197e-05,8.81437125748503,364,,,,
,,,8.81437125748503,364,0.8568066358566284,5.0759,29.354,3.743
0.8743,0.34948229789733887,1.1097560975609758e-05,8.838323353293413,365,,,,
,,,8.838323353293413,365,0.8562783598899841,5.0755,29.357,3.743
0.785,0.3204156756401062,1.1073170731707318e-05,8.862275449101796,366,,,,
,,,8.862275449101796,366,0.8559240698814392,5.0754,29.357,3.744
0.7747,0.34839579463005066,1.104878048780488e-05,8.886227544910179,367,,,,
,,,8.886227544910179,367,0.8558931350708008,5.0746,29.362,3.744
0.7836,0.3592891991138458,1.1024390243902441e-05,8.910179640718562,368,,,,
,,,8.910179640718562,368,0.8550649285316467,5.0756,29.356,3.743
